PT4-M_a	PT1-M_a	PT3-M_a	PT1-U_a	PT2-U_a	PT2-M_a	PT5-M_a	PT4-M	PT1-M	PT3-M	PT1-U	PT2-U	PT2-M	PT5-M	TCp2-M	TCw1-E	TCp1-M	TCw4-E	TCw3-E	TCw2-E	Voltage	Motor1	Motor2	Motor3	Motor4	Statestring
207	197	198	197	198	199	196	12	1	1	-3	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1036945
207	197	198	197	198	199	196	12	1	1	-3	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1036945
206	199	197	197	198	199	197	12	1	1	-3	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1037748
206	199	197	197	198	199	197	12	1	1	-3	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1037748
206	199	197	197	198	199	197	12	1	0	-3	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1037748
206	199	197	197	198	199	197	12	1	0	-2	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1037748
205	198	197	197	198	200	196	12	1	0	-1	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1038802
205	198	197	197	198	200	196	12	1	0	-1	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1038802
205	198	197	197	198	200	196	12	1	0	0	3	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1038802
205	198	197	197	198	200	196	12	1	0	0	3	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1038802
205	198	197	197	198	200	196	12	1	0	0	3	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1038802
205	198	197	197	198	200	196	11	2	0	0	3	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1038802
205	198	197	197	198	200	196	11	1	0	0	3	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1038802
206	198	197	197	198	199	197	11	1	0	0	3	2	-3	82	82	83	82	83	82	15	1000	1000	1000	1000	1040670
206	198	197	197	198	199	197	11	1	0	0	3	2	-3	82	82	83	82	83	82	15	1000	1000	1000	1000	1040670
206	198	197	197	198	199	197	11	1	0	0	3	2	-3	82	82	83	82	83	82	15	1000	1000	1000	1000	1040670
206	198	197	197	198	199	197	11	1	0	0	3	2	-3	82	82	83	82	83	82	15	1000	1000	1000	1000	1040670
206	198	197	197	198	199	197	11	1	0	0	3	2	-3	82	82	83	82	83	82	15	1000	1000	1000	1000	1040670
206	198	197	197	198	199	197	12	1	0	0	3	2	-3	82	82	83	82	83	82	15	1000	1000	1000	1000	1040670
206	198	197	197	198	199	197	12	1	0	0	3	2	-3	82	82	83	82	83	82	15	1000	1000	1000	1000	1040670
207	198	197	197	197	198	197	12	1	0	0	2	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1042533
207	198	197	197	197	198	197	12	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1042533
207	198	197	197	197	198	197	12	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1042533
207	198	197	197	197	198	197	13	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1042533
207	198	197	197	197	198	197	13	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1042533
207	198	197	197	197	198	197	13	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1042533
207	198	197	197	197	198	197	13	1	0	0	2	0	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1042533
207	198	198	197	198	199	197	13	1	0	0	2	0	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1044400
207	198	198	197	198	199	197	13	1	0	0	2	0	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1044400
207	198	198	197	198	199	197	13	1	0	0	2	0	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1044400
207	198	197	197	198	199	197	13	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1045213
207	198	197	197	198	199	197	13	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1045213
207	198	197	197	198	199	197	13	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1045213
207	198	197	197	198	199	197	13	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1045213
206	198	198	197	198	200	197	13	1	1	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1046266
206	198	198	197	198	200	197	13	1	1	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1046266
206	198	198	197	198	200	197	13	1	1	0	3	2	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1046266
206	198	198	197	198	200	197	13	1	1	0	3	2	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1046266
206	199	197	197	198	199	197	13	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1047320
206	199	197	197	198	199	197	13	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1047320
206	199	197	197	198	199	197	12	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1047320
206	198	197	197	198	198	197	12	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1048125
206	198	197	197	198	198	197	12	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1048125
206	198	197	197	198	198	197	12	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1048125
206	198	197	197	198	198	197	12	1	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1048125
207	199	197	197	198	200	197	12	2	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1049180
207	199	197	197	198	200	197	12	2	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1049180
207	199	197	197	198	200	197	12	2	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1049180
207	199	197	197	198	200	197	13	2	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1049180
207	199	197	197	198	200	197	13	2	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1049180
207	199	197	197	198	200	197	13	2	0	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1049180
207	199	197	197	198	200	197	13	2	0	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1049180
207	198	198	197	198	197	197	13	2	0	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1051047
207	198	198	197	198	197	197	13	2	0	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1051047
207	198	198	197	198	197	197	13	2	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1051047
207	198	198	197	198	197	197	13	2	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1051047
207	198	198	197	198	197	197	13	2	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1051047
207	198	198	197	198	197	197	13	2	1	0	3	0	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1051047
207	198	198	197	198	197	197	13	1	1	0	3	0	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1051047
206	199	198	197	198	200	196	13	1	1	0	3	0	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1052910
206	199	198	197	198	200	196	13	1	1	0	3	0	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1052910
206	199	198	197	198	200	196	13	1	1	0	3	0	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1052910
206	198	198	197	198	198	197	13	1	1	0	3	0	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1053723
206	198	198	197	198	198	197	13	1	1	0	3	0	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1053723
206	198	198	197	198	198	197	13	1	1	0	3	0	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1053723
206	198	198	197	198	198	197	12	1	1	0	3	0	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1053723
206	198	197	198	198	199	196	12	1	1	1	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1054777
206	198	197	198	198	199	196	12	1	1	1	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1054777
206	198	197	198	198	199	196	12	1	1	2	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1054777
206	199	197	197	199	199	197	12	1	1	2	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1055591
206	199	197	197	199	199	197	12	1	1	2	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1055591
206	199	197	197	199	199	197	12	1	1	2	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1055591
206	199	197	197	199	199	197	12	2	0	2	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1055591
206	199	198	197	198	199	197	12	2	0	2	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1056646
206	199	198	197	198	199	197	12	2	0	2	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1056646
206	199	198	197	198	199	197	12	2	0	2	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1056646
206	199	198	197	198	199	197	12	2	1	1	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1056646
206	199	198	197	198	199	197	12	2	1	1	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1057700
206	199	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1057700
206	199	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1057700
206	198	197	197	198	198	197	12	2	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1058503
206	198	197	197	198	198	197	12	2	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1058503
206	198	197	197	198	198	197	12	2	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1058503
206	198	197	197	198	198	197	12	2	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1058503
207	198	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1059559
207	198	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1059559
207	198	198	197	198	199	197	12	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1059559
207	198	198	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1059559
207	198	198	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1059559
207	198	198	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1059559
207	198	198	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1059559
207	197	197	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	0	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	0	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	0	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	0	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	0	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
207	197	197	197	198	199	197	13	0	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1061425
206	198	198	197	198	198	197	13	0	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1064113
206	198	198	197	198	198	197	13	0	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1064113
206	198	198	197	198	198	197	13	0	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1064113
206	198	198	197	198	198	197	13	0	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1064113
206	197	197	197	198	199	197	13	0	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1065164
206	197	197	197	198	199	197	13	0	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1065164
206	197	197	197	198	199	197	12	0	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1065164
207	196	197	197	197	199	197	12	0	1	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1065969
207	196	197	197	197	199	197	12	0	1	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1065969
207	196	197	197	197	199	197	12	0	1	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1065969
207	198	197	197	198	199	197	13	0	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1066774
207	198	198	197	198	197	197	13	0	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1067015
207	198	198	197	198	197	197	13	0	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1067015
207	198	198	197	198	197	197	13	0	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1067015
206	199	197	197	199	199	197	13	0	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1067819
206	199	197	197	199	199	197	13	0	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1067819
206	199	197	197	199	199	197	13	1	0	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1067819
206	199	197	197	199	199	197	13	1	0	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1067819
205	198	198	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1068867
205	198	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1068867
205	198	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1068867
206	198	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1069674
206	198	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1069674
206	198	198	197	198	199	197	12	2	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1069674
206	198	198	197	198	199	197	12	1	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1069674
207	199	197	197	198	200	197	12	1	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1070724
207	199	197	197	198	200	197	12	1	1	0	3	2	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1070724
207	199	197	197	198	200	197	12	1	1	0	3	2	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1070724
206	196	197	197	198	197	197	12	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1071526
206	196	197	197	198	197	197	12	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1071526
206	196	197	197	198	197	197	12	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1071526
207	198	197	197	198	199	197	13	1	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1072334
207	201	197	197	198	199	197	13	1	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1072575
207	201	197	197	198	199	197	13	1	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1072575
207	201	197	197	198	199	197	13	2	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1072575
207	198	197	197	198	200	196	13	2	0	0	3	1	-2	82	83	83	82	83	83	15	1000	1000	1000	1000	1073382
207	198	197	197	198	200	196	13	2	0	0	3	1	-3	82	83	83	82	83	83	15	1000	1000	1000	1000	1073382
207	198	197	197	198	200	196	13	1	0	0	3	1	-3	82	83	83	82	83	83	15	1000	1000	1000	1000	1073382
206	198	197	197	198	199	197	13	2	0	0	3	1	-3	82	83	83	82	83	83	15	1000	1000	1000	1000	1074190
206	198	197	197	198	197	197	13	2	0	0	3	1	-3	82	83	83	82	83	83	15	1000	1000	1000	1000	1074432
206	198	197	197	198	197	197	13	2	0	0	3	1	-3	82	83	83	82	83	83	15	1000	1000	1000	1000	1074432
206	198	197	197	198	197	197	13	2	0	0	3	1	-3	82	83	83	82	83	83	15	1000	1000	1000	1000	1074432
206	199	199	197	198	199	197	13	2	0	0	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1075238
207	197	197	197	198	199	197	13	1	0	0	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1075479
207	197	197	197	198	199	197	13	1	0	0	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1075479
207	197	197	197	198	199	197	13	1	0	0	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1075479
207	199	197	197	198	198	197	13	1	0	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1076283
207	199	197	197	198	198	197	13	1	0	0	3	0	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1076283
207	199	197	197	198	198	197	13	1	0	0	3	0	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1076283
206	198	197	197	198	199	197	13	1	0	0	3	0	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1077090
207	198	198	197	198	198	197	13	1	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1077331
207	198	198	197	198	198	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1077331
207	198	198	197	198	198	197	13	1	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1077331
206	197	197	197	198	198	197	13	1	0	0	3	0	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1078138
206	197	197	197	198	198	197	13	1	0	0	3	0	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1078138
206	197	197	197	198	198	197	13	1	0	0	3	0	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1078138
207	198	197	197	198	199	197	13	1	0	0	3	0	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1078946
207	199	198	197	198	199	197	13	1	1	0	3	0	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1079188
207	199	198	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1079188
207	199	198	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1079188
206	198	198	197	198	200	197	13	1	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1079996
206	198	198	197	198	200	197	13	1	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1079996
206	198	198	197	198	200	197	13	1	1	0	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1079996
206	198	197	197	198	199	197	13	1	1	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1080798
205	197	197	197	198	199	197	12	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1081044
205	197	197	197	198	199	197	12	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1081044
205	197	197	197	198	199	197	12	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1081044
206	197	197	197	198	199	197	12	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1081846
206	197	197	197	198	199	197	12	1	1	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1081846
206	197	197	197	198	199	197	12	0	0	0	3	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1081846
207	198	192	189	187	189	186	12	0	0	-5	1	0	-4	82	82	83	82	83	83	15	1000	1000	1000	1000	1082654
207	198	198	198	198	199	197	12	0	0	-5	1	0	-4	82	82	83	82	83	83	15	1000	1000	1000	1000	1082895
207	198	198	198	198	199	197	12	0	0	-4	1	0	-4	82	82	83	82	83	83	15	1000	1000	1000	1000	1082895
207	198	198	198	198	199	197	12	0	0	-3	1	0	-4	82	82	83	82	83	83	15	1000	1000	1000	1000	1082895
205	199	197	197	198	198	197	12	1	0	-3	1	0	-4	82	82	83	82	83	83	15	1000	1000	1000	1000	1083703
205	199	197	197	198	198	197	12	1	0	-3	1	0	-4	82	82	83	82	83	83	15	1000	1000	1000	1000	1083703
205	199	197	197	198	198	197	12	1	0	-3	1	0	-4	82	82	83	82	83	83	15	1000	1000	1000	1000	1083703
207	198	197	197	198	198	197	12	1	0	-3	1	0	-4	82	82	83	83	83	83	15	1000	1000	1000	1000	1084510
207	201	197	197	198	199	197	12	2	0	-3	1	0	-4	82	82	83	83	83	83	15	1000	1000	1000	1000	1084751
207	201	197	197	198	199	197	13	2	0	-3	1	0	-4	82	82	83	83	83	83	15	1000	1000	1000	1000	1084751
207	201	197	197	198	199	197	13	3	0	2	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1084751
206	199	198	197	198	198	197	12	3	0	1	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1085558
206	199	198	197	198	199	196	12	3	0	1	3	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1085800
206	199	198	197	198	199	196	12	3	0	0	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1085800
206	199	198	197	198	199	196	12	3	1	0	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1085800
206	199	197	197	198	200	197	12	3	1	0	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1086604
206	199	197	197	198	200	197	13	3	1	0	3	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1086604
206	199	197	197	198	200	197	12	3	1	0	3	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1086604
206	199	197	197	198	199	197	12	3	1	0	3	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1087412
207	197	198	197	197	199	197	12	2	1	0	2	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1087653
207	197	198	197	197	199	197	12	2	1	0	2	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1087653
207	197	198	197	197	199	197	12	2	1	0	2	2	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1087653
206	198	197	197	197	199	197	12	1	1	0	2	2	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1088460
206	198	197	197	197	199	197	12	1	1	0	2	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1088460
206	198	197	197	197	199	197	12	1	0	0	2	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1088460
206	198	197	197	197	199	197	12	1	0	0	2	2	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1088460
207	198	197	197	198	199	197	13	1	0	0	2	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1089510
207	198	197	197	198	199	197	13	1	0	0	2	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1089510
207	198	197	197	198	199	197	13	1	0	0	2	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1089510
205	199	197	197	198	199	196	13	1	0	0	2	1	-2	82	82	83	83	83	83	15	1000	1000	1000	1000	1090317
205	199	197	197	198	199	196	12	1	0	0	2	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1090317
205	199	197	197	198	199	196	12	1	0	0	2	1	-3	82	82	83	83	83	83	15	1000	1000	1000	1000	1090317
207	199	199	197	198	201	197	12	2	0	0	2	2	-3	83	82	83	83	83	83	15	1000	1000	1000	1000	1091119
207	198	197	197	198	198	197	12	2	0	0	2	1	-3	83	82	83	83	83	83	15	1000	1000	1000	1000	1091365
207	198	197	197	198	198	197	12	2	0	0	2	1	-3	83	82	83	83	83	83	15	1000	1000	1000	1000	1091365
207	198	197	197	198	198	197	13	2	0	0	3	1	-3	83	82	83	83	83	83	15	1000	1000	1000	1000	1091365
206	198	197	197	198	199	197	12	2	0	0	3	1	-3	83	82	83	82	83	83	15	1000	1000	1000	1000	1092167
206	198	197	197	198	199	197	12	2	0	0	3	1	-3	83	82	83	82	83	83	15	1000	1000	1000	1000	1092167
206	198	197	197	198	199	197	12	2	0	0	3	1	-3	83	82	83	82	83	83	15	1000	1000	1000	1000	1092167
206	197	197	197	198	198	198	12	1	0	0	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1092975
208	197	198	196	198	199	197	13	1	0	-1	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1093217
208	197	198	196	198	199	197	13	1	1	-1	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1093217
208	197	198	196	198	199	197	13	1	0	-2	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1093217
206	198	197	197	199	198	197	13	1	0	-2	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1094024
206	198	197	197	199	198	197	13	1	0	-2	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1094024
206	198	197	197	199	198	197	13	1	0	-2	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1094024
207	202	197	197	198	198	197	13	1	0	-2	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1094832
207	199	197	197	198	199	196	13	1	0	-2	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1095073
207	199	197	197	198	199	196	13	1	0	-2	3	1	-2	82	82	83	82	83	83	15	1000	1000	1000	1000	1095073
207	199	197	197	198	199	196	13	2	0	-2	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1095073
207	199	197	197	198	199	196	13	2	0	-1	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1095073
207	199	198	197	198	199	197	13	2	0	-1	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1096137
207	199	198	197	198	199	197	13	2	0	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1096137
207	199	198	197	198	199	197	13	2	0	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1096137
206	198	198	197	198	199	197	13	2	1	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1096942
206	198	198	197	198	199	197	13	2	1	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1096942
206	198	198	197	198	199	197	13	2	1	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1096942
207	198	197	197	198	199	197	13	2	1	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1097750
207	198	198	197	198	199	196	13	2	1	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1097992
207	198	198	197	198	199	196	13	2	1	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1097992
207	198	198	197	198	199	196	13	1	1	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1097992
207	198	197	197	198	199	198	13	1	1	0	3	1	-3	82	82	83	82	83	83	15	1000	1000	1000	1000	1098799
