PT4-M_a	PT1-M_a	PT3-M_a	PT1-U_a	PT2-U_a	PT2-M_a	PT5-M_a	PT4-M	PT1-M	PT3-M	PT1-U	PT2-U	PT2-M	PT5-M	TCp2-M	TCw1-E	TCp1-M	TCw4-E	TCw3-E	TCw2-E	Voltage	Motor1	Motor2	Motor3	Motor4	Statestring
206	199	197	197	197	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	199251
206	198	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	200054
206	198	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	200054
206	198	197	197	196	198	197	12	2	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	200054
206	199	198	196	197	200	197	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	200843
205	198	197	197	196	198	197	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	201084
205	198	197	197	196	198	197	12	2	0	-1	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	201084
205	198	197	197	196	198	197	12	2	0	-1	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	201084
207	199	197	197	197	200	197	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	201879
207	199	197	197	197	200	197	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	201879
207	199	197	197	197	200	197	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	201879
206	198	198	197	197	200	197	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	202668
206	198	197	197	196	197	197	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	202904
206	198	197	197	196	197	197	12	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	202904
206	198	197	197	196	197	197	12	1	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	202904
206	199	197	197	197	199	197	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	203700
206	199	197	197	197	199	197	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	203700
206	199	197	197	197	199	197	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	203700
206	198	198	197	197	199	197	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	204490
206	198	197	197	196	198	197	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	204727
206	198	197	197	196	198	197	12	1	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	204727
206	198	197	197	196	198	197	12	1	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	204727
206	198	197	197	196	199	196	12	1	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	205522
207	199	198	197	197	198	197	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	205759
207	199	198	197	197	198	197	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	205759
207	199	198	197	197	198	197	12	2	1	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	205759
206	198	197	197	197	198	197	12	2	1	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	206558
206	198	197	197	197	198	197	12	1	1	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	206558
206	198	197	197	197	198	197	12	1	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	206558
207	199	198	197	196	198	196	13	2	1	0	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	207353
206	199	197	197	196	199	198	13	2	1	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	207590
206	199	197	197	196	199	198	13	2	1	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	207590
206	199	197	197	196	199	198	13	2	1	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	207590
207	198	197	196	197	198	197	13	2	0	-1	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	208379
207	198	197	196	197	198	197	13	2	0	-1	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	208379
207	198	197	196	197	198	197	13	2	0	-2	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	208379
176	162	163	159	158	162	154	9	-3	-4	-26	-4	-4	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	209165
206	198	197	197	196	199	197	9	-3	-4	-26	-4	-4	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	209405
206	198	197	197	196	199	197	9	-3	-4	-26	-4	-4	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	209405
206	198	197	197	196	199	197	9	-3	-4	-26	-4	-4	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	209405
207	199	198	197	196	198	196	9	-3	-4	-26	-4	-4	-8	82	82	82	82	82	82	15	1000	1000	1000	1000	210199
207	199	198	197	196	198	196	9	-3	-4	-26	-4	-4	-8	82	82	82	82	82	82	15	1000	1000	1000	1000	210199
207	199	198	197	196	198	196	9	-3	-4	-26	-4	-4	-8	82	82	82	82	82	82	15	1000	1000	1000	1000	210199
182	179	171	173	168	174	167	6	-6	-7	-41	-8	-7	-12	82	82	82	82	82	82	15	1000	1000	1000	1000	210995
207	198	198	197	197	200	196	6	-6	-7	-40	-8	-7	-12	82	82	82	82	82	82	15	1000	1000	1000	1000	211231
207	198	198	197	197	200	196	6	-6	-7	-40	-8	-7	-12	82	82	82	82	82	82	15	1000	1000	1000	1000	211231
207	198	198	197	197	200	196	10	-1	-2	-15	-3	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	211231
207	197	197	197	196	198	196	10	-1	-2	-15	-3	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	212029
207	197	197	197	196	198	196	10	-1	-2	-15	-3	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	212029
207	197	197	197	196	198	196	10	-1	-2	-15	-3	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	212029
207	197	197	197	196	198	196	10	-2	-3	-15	-3	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	212029
206	198	197	197	196	197	197	10	-2	-3	-15	-3	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	213078
206	198	197	197	196	197	197	10	-2	-3	-15	-3	-2	-7	82	82	82	82	82	82	15	1000	1000	1000	1000	213078
206	198	197	197	196	197	197	13	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	213078
206	198	198	197	196	199	197	13	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	213867
206	198	197	197	197	198	197	13	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	214103
206	198	197	197	197	198	197	13	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	214103
206	198	197	197	197	198	197	12	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	214103
206	198	197	197	196	198	196	12	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	214892
206	198	197	197	196	198	196	12	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	214892
206	198	197	197	196	198	196	12	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	214892
206	198	198	197	196	199	197	12	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	215683
206	198	197	197	196	199	197	12	1	0	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	215919
206	198	197	197	196	199	197	12	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	215919
206	198	197	197	196	199	197	12	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	215919
206	197	198	197	196	199	196	12	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	216709
206	197	198	197	196	199	196	12	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	216709
206	197	198	197	196	199	196	12	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	216709
207	198	198	197	197	198	197	12	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	217494
207	196	198	197	196	199	197	12	0	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	217735
207	196	198	197	196	199	197	12	0	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	217735
207	196	198	197	196	199	197	13	0	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	217735
206	198	197	197	196	198	197	13	0	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	218519
206	198	197	197	196	198	197	13	0	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	218519
206	198	197	197	196	198	197	13	0	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	218519
206	199	197	197	196	197	197	13	0	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	219309
166	163	159	161	159	162	156	7	-4	-4	-23	-5	-4	-8	82	82	82	82	82	82	15	1000	1000	1000	1000	219545
166	163	159	161	159	162	156	2	-8	-9	-46	-9	-9	-13	82	82	82	82	82	82	15	1000	1000	1000	1000	219545
166	163	159	161	159	162	156	-3	-13	-14	-69	-14	-13	-18	82	82	82	82	82	82	15	1000	1000	1000	1000	219545
206	199	197	197	196	198	197	-3	-12	-14	-69	-14	-13	-18	82	82	82	82	82	82	15	1000	1000	1000	1000	220335
206	199	197	197	196	198	197	-3	-12	-14	-69	-14	-14	-18	82	82	82	82	82	82	15	1000	1000	1000	1000	220335
206	199	197	197	196	198	197	-3	-12	-14	-69	-14	-14	-18	82	82	82	82	82	82	15	1000	1000	1000	1000	220335
205	196	197	197	196	198	196	-3	-12	-14	-69	-14	-14	-18	82	82	82	82	82	82	15	1000	1000	1000	1000	221125
206	199	197	197	196	198	197	-3	-12	-14	-69	-14	-14	-18	82	82	82	82	82	82	15	1000	1000	1000	1000	221362
206	199	197	197	196	198	197	-3	-12	-14	-69	-14	-14	-18	82	82	82	82	82	82	15	1000	1000	1000	1000	221362
206	199	197	197	196	198	197	-3	-12	-14	-69	-14	-14	-18	82	82	82	82	82	82	15	1000	1000	1000	1000	221362
206	198	197	197	196	198	197	2	-7	-10	-46	-9	-9	-13	82	82	82	82	82	82	15	1000	1000	1000	1000	222151
206	199	198	197	197	198	197	7	-3	-5	-23	-5	-4	-8	82	82	82	82	82	82	15	1000	1000	1000	1000	222388
206	199	198	197	197	198	197	12	2	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	222388
206	199	198	197	197	198	197	12	2	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	222388
206	198	198	196	197	199	196	12	2	1	-1	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	223177
206	198	198	196	197	199	196	12	2	1	-1	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	223177
206	198	198	196	197	199	196	12	2	1	-2	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	223177
206	198	197	197	196	198	197	12	2	1	-2	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	223966
207	198	197	197	196	199	197	12	2	1	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	224202
207	198	197	197	196	199	197	12	1	1	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	224202
207	198	197	197	196	199	197	12	1	1	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	224202
207	198	197	197	196	199	196	13	1	1	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	224992
207	198	197	197	196	199	196	13	1	1	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	224992
207	198	197	197	196	199	196	13	1	0	-2	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	224992
207	199	197	197	196	197	197	13	1	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	225781
207	198	197	197	197	199	197	13	1	0	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	226018
207	198	197	197	197	199	197	13	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	226018
207	198	197	197	197	199	197	13	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	226018
206	199	198	197	197	199	197	13	1	0	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	226807
206	199	198	197	197	199	197	13	1	0	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	226807
206	199	198	197	197	199	197	13	2	0	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	226807
207	198	198	196	197	198	196	13	2	1	-1	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	227592
207	197	197	197	197	199	196	13	1	1	-1	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	227833
207	197	197	197	197	199	196	13	1	1	-1	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	227833
207	197	197	197	197	199	196	13	1	1	-1	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	227833
207	199	197	196	197	200	197	13	1	1	-1	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	228619
207	199	197	196	197	200	197	13	1	1	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	228619
207	199	197	196	197	200	197	13	1	1	-3	1	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	228619
206	198	197	198	196	198	197	13	1	0	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	229409
206	200	197	197	197	198	198	13	1	0	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	229645
206	200	197	197	197	198	198	13	2	0	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	229645
206	200	197	197	197	198	198	13	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	229645
207	199	197	197	197	198	197	13	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	230435
207	199	197	197	197	198	197	13	2	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	230435
207	199	197	197	197	198	197	13	3	0	-1	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	230435
207	198	198	197	196	197	197	13	2	0	-1	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	231225
207	201	197	197	196	199	197	13	3	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	231461
207	201	197	197	196	199	197	13	3	0	1	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	231461
207	201	197	197	196	199	197	13	3	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	231461
205	199	197	197	197	198	197	13	3	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	232250
206	199	198	197	197	199	197	13	3	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	232486
206	199	198	197	197	199	197	13	3	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	232486
206	199	198	197	197	199	197	13	3	1	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	232486
206	198	197	197	196	199	197	13	3	1	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	233275
206	198	197	197	196	199	197	12	3	1	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	233275
206	198	197	197	196	199	197	12	3	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	233275
207	197	197	197	197	198	197	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	234065
206	198	197	197	196	200	196	12	2	0	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	234302
206	198	197	197	196	200	196	12	1	0	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	234302
206	198	197	197	196	200	196	12	1	0	0	1	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	234302
206	201	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	235090
206	201	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	235090
206	201	197	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	235090
206	201	198	197	196	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	235876
206	198	197	197	197	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	236118
206	198	197	197	197	198	197	12	2	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	236118
206	198	197	197	197	198	197	12	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	236118
206	199	197	197	196	198	197	12	3	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	236903
206	199	197	197	196	198	197	12	3	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	236903
206	199	197	197	196	198	197	12	3	0	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	236903
207	197	197	197	197	198	197	12	2	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	237692
207	198	198	197	196	199	196	12	2	0	0	1	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	237929
207	198	198	197	196	199	196	12	2	0	0	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	237929
207	198	198	197	196	199	196	13	1	0	0	1	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	237929
207	197	197	197	197	199	197	13	1	0	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	238718
207	197	197	197	197	199	197	13	1	0	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	238718
207	197	197	197	197	199	197	13	1	0	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	238718
206	197	197	197	197	198	197	13	1	0	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	239509
206	198	199	197	197	199	196	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	239746
206	198	199	197	197	199	196	13	0	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	239746
206	198	199	197	197	199	196	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	239746
206	199	197	197	196	199	197	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	240534
207	198	197	197	196	199	196	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	240771
207	198	197	197	196	199	196	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	240771
207	198	197	197	196	199	196	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	240771
206	198	198	197	197	199	197	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	241559
206	198	198	197	197	199	197	12	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	241559
206	198	198	197	197	199	197	12	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	241559
207	198	197	197	196	198	197	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	242350
206	197	198	197	196	199	196	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	242586
206	197	198	197	196	199	196	13	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	242586
206	197	198	197	196	199	196	13	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	242586
207	199	197	197	196	198	197	13	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	243376
207	199	197	197	196	198	197	13	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	243376
207	199	197	197	196	198	197	13	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	243376
206	198	197	197	196	198	197	13	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	244161
206	198	198	197	196	197	197	13	1	1	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	244403
206	198	198	197	196	197	197	13	1	1	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	244403
206	198	198	197	196	197	197	12	1	1	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	244403
206	198	198	197	196	199	197	12	1	1	0	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	245187
206	198	198	197	196	199	197	12	1	1	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	245187
206	198	198	197	196	199	197	12	1	1	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	245187
207	198	197	197	196	201	197	12	1	1	0	0	0	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	245977
207	198	197	197	196	199	197	12	1	1	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	246213
207	198	197	197	196	199	197	12	1	1	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	246213
207	198	197	197	196	199	197	13	1	1	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	246213
206	198	197	197	196	199	197	13	1	1	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	247004
206	198	197	197	196	199	197	13	1	1	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	247004
206	198	197	197	196	199	197	13	1	0	0	0	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	247004
207	198	198	197	196	199	197	13	1	0	0	0	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	247793
206	198	197	197	196	199	196	13	1	0	0	0	2	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	248030
206	198	197	197	196	199	196	13	1	0	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	248030
206	198	197	197	196	199	196	13	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	248030
207	198	198	197	196	199	196	13	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	248818
207	198	198	197	197	200	197	13	1	0	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	249054
207	198	198	197	197	200	197	13	1	1	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	249054
207	198	198	197	197	200	197	13	1	1	0	0	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	249054
207	198	198	197	197	198	197	13	1	1	0	1	2	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	249843
207	198	198	197	197	198	197	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	249843
207	198	198	197	197	198	197	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	249843
205	198	197	197	196	199	197	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	250634
207	198	198	197	196	199	197	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	250870
207	198	198	197	196	199	197	13	1	1	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	250870
207	198	198	197	196	199	197	13	1	1	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	250870
206	199	198	197	196	198	196	13	1	1	0	1	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	251660
206	199	198	197	196	198	196	13	1	1	0	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	251660
206	199	198	197	196	198	196	13	1	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	251660
206	199	197	197	197	198	197	13	2	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	252445
207	198	197	197	196	199	196	13	2	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	252687
207	198	197	197	196	199	196	13	2	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	252687
207	198	197	197	196	199	196	13	2	1	0	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	252687
206	197	197	196	197	199	196	13	1	1	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	253470
206	197	197	196	197	199	196	13	1	1	-1	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	253470
206	197	197	196	197	199	196	12	1	0	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	253470
205	198	198	196	197	199	197	12	1	0	-3	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	254262
206	198	197	197	196	198	197	12	1	0	-3	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	254497
206	198	197	197	196	198	197	12	1	0	-3	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	254497
206	198	197	197	196	198	197	12	1	0	-3	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	254497
207	198	197	197	196	198	197	12	1	0	-3	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	255288
207	198	197	197	196	198	197	12	1	0	-3	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	255288
207	198	197	197	196	198	197	12	1	0	-3	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	255288
206	198	197	197	197	199	197	12	1	0	-2	1	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	256077
206	199	197	197	196	199	197	12	1	0	-1	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	256313
206	199	197	197	196	199	197	12	1	0	-1	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	256313
206	199	197	197	196	199	197	12	1	0	0	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	256313
206	198	198	196	196	198	197	12	1	0	-1	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	257102
206	198	198	196	196	198	197	12	1	0	-1	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	257102
206	198	198	196	196	198	197	12	1	0	-2	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	257102
207	197	197	197	196	200	197	12	1	0	-2	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	257893
206	198	197	197	196	197	196	12	1	0	-2	0	1	-2	82	82	82	82	82	82	15	1000	1000	1000	1000	258129
206	198	197	197	196	197	196	12	1	0	-2	0	1	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	258129
206	198	197	197	196	197	196	12	1	0	-2	0	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	258129
163	162	169	240	299	193	198	7	-3	-3	25	13	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	258919
207	198	197	197	196	199	196	7	-3	-3	25	13	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	259155
207	198	197	197	196	199	196	7	-4	-3	25	13	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	259155
207	198	197	197	196	199	196	7	-4	-3	26	13	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	259155
206	199	197	197	197	199	197	7	-3	-3	27	13	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	259945
206	199	197	197	197	199	197	7	-3	-3	27	13	0	-3	82	82	82	82	82	82	15	1000	1000	1000	1000	259945
